|NDB_No|FdGrp_Cd|Long_Desc|SE
4398|14431|1400|Cranberry juice cocktail, frozen concentrate, prepared with water|0.0
2455|9504|900|Apples, raw, fuji, with skin (Malus domestica)|0.0
2454|9503|900|Apples, raw, gala, with skin (Malus domestica)|0.0
4397|14430|1400|Cranberry juice cocktail, frozen concentrate|0.0
4396|14429|1400|Beverages, water, tap, municipal|0.0
4394|14427|1400|Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water|0.0
4393|14426|1400|Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate|0.0
2452|9501|900|Apples, raw, golden delicious, with skin (Malus domestica)|0.0
2451|9500|900|Apples, raw, red delicious, with skin (Malus domestica)|0.0
2402|9367|900|Cherries, sweet, canned, pitted, heavy syrup, drained|0.0
2403|9370|900|Peaches, canned, heavy syrup, drained|0.0
2405|9379|900|Plums, canned, heavy syrup, drained|0.0
2429|9429|900|Pineapple, raw, traditional varieties (Ananas comosus)|0.0
2420|9415|900|Pears, raw, green anjou (Pyrus communis)|0.0
2419|9414|900|Pears, raw, bosc (Pyrus communis)|0.0
4387|14416|1400|Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine|0.0
4383|14411|1400|Beverages, water, tap, drinking|0.0
2335|9262|900|Pear nectar, canned, without added ascorbic acid|0.0
4424|14544|1400|Beverages, tea, black, brewed, prepared with distilled water|0.0
2278|9191|900|Nectarines, raw (Prunus persica var. nucipersica)|0.0
4431|14555|1400|Water, bottled, generic|0.0
4350|14315|1400|Beverages, OVALTINE, chocolate malt powder|0.0
4354|14323|1400|Beverages, orange drink, canned, with added vitamin C|0.0
2285|9202|900|Oranges, raw, navels (Citrus sinensis)|0.0
4428|14551|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof|0.0
4427|14550|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof|0.0
4361|14352|1400|Beverages, tea, black, brewed, prepared with tap water, decaffeinated|0.0
4363|14355|1400|Beverages, tea, black, brewed, prepared with tap water|0.0
4425|14545|1400|Beverages, tea, herb, brewed, chamomile|0.0
4367|14367|1400|Beverages, tea, instant, unsweetened, prepared with water|0.0
2855|11054|1100|Beans, snap, green, canned, regular pack, solids and liquids|0.0
4423|14543|1400|Beverages, lemonade, frozen concentrate, pink, prepared with water|0.0
2330|9257|900|Pears, canned, heavy syrup pack, solids and liquids|0.0
4372|14376|1400|Beverages, tea, instant, lemon, diet|0.0
4373|14381|1400|Beverages, tea, herb, other than chamomile, brewed|0.0
4422|14542|1400|Lemonade, frozen concentrate, pink|0.0
4374|14384|1400|Beverages, water, bottled, PERRIER|0.0
4375|14385|1400|Beverages, water, bottled, POLAND SPRING|0.0
4378|14405|1400|Beverages, fruit punch juice drink, frozen concentrate|0.0
4379|14406|1400|Beverages, fruit punch juice drink, frozen concentrate, prepared with water|0.0
4419|14537|1400|Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine|0.0
4382|14409|1400|Beverages, Orange-flavor drink, breakfast type, low calorie, powder|0.0
2326|9253|900|Pears, canned, water pack, solids and liquids|0.0
2327|9254|900|Pears, canned, juice pack, solids and liquids|0.0
2329|9256|900|Pears, canned, light syrup pack, solids and liquids|0.0
4282|14217|1400|Beverages, OCEAN SPRAY, Cran Grape|0.0
4278|14211|1400|Beverages, tea, black, ready-to-drink, lemon, diet|0.0
721|4586|400|Shortening, special purpose for cakes and frostings, soybean (hydrogenated)|0.0
760|4642|400|Oil, industrial, mid-oleic, sunflower|0.0
762|4644|400|Oil, industrial, canola for salads, woks and light frying|0.0
763|4645|400|Oil, industrial, canola (partially hydrogenated) oil for deep fat frying|0.0
764|4646|400|Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts|0.0
765|4648|400|Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables|0.0
766|4649|400|Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening|0.0
767|4650|400|Oil, industrial, soy, refined, for woks and light frying|0.0
768|4651|400|Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor|0.0
769|4652|400|Oil, industrial, soy ( partially hydrogenated), all purpose|0.0
770|4653|400|Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry|0.0
771|4654|400|Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening|0.0
772|4655|400|Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries|0.0
773|4656|400|Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter|0.0
774|4657|400|Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter|0.0
775|4658|400|Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product|0.0
776|4659|400|Oil, industrial, coconut, confection fat, typical basis for ice cream coatings|0.0
777|4660|400|Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy|0.0
778|4661|400|Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners|0.0
779|4662|400|Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)|0.0
780|4663|400|Oil, industrial, palm kernel (hydrogenated), filling fat|0.0
781|4664|400|Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings|0.0
782|4665|400|Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries|0.0
783|4666|400|Shortening, industrial, soy (partially hydrogenated ) and corn for frying|0.0
784|4667|400|Shortening, industrial, soy (partially hydrogenated ) for baking and confections|0.0
786|4669|400|USDA Commodity Food, oil, vegetable, soybean, refined|0.0
787|4670|400|USDA Commodity Food, oil, vegetable, low saturated fat|0.0
794|4679|400|Oil, PAM cooking spray, original|0.0
802|4690|400|Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D|0.0
761|4643|400|Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying|0.0
4229|14150|1400|Beverages, carbonated, orange|0.0
4277|14210|1400|Beverages, coffee, brewed, espresso, restaurant-prepared|0.0
753|4634|400|Margarine-like, vegetable oil spread, 20% fat, without salt|0.0
722|4587|400|Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed|0.0
723|4588|400|Oil, oat|0.0
724|4589|400|Fish oil, cod liver|0.0
725|4590|400|Fish oil, herring|0.0
8535|36606|3600|CRACKER BARREL, farm raised catfish platter|0.0
726|4591|400|Fish oil, menhaden|0.0
727|4592|400|Fish oil, menhaden, fully hydrogenated|0.0
728|4593|400|Fish oil, salmon|0.0
8530|36601|3600|Restaurant, Chinese, egg rolls, assorted|0.0
729|4594|400|Fish oil, sardine|0.0
730|4595|400|Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)|0.0
734|4606|400|Meat drippings (lard, beef tallow, mutton tallow)|0.0
735|4609|400|Animal fat, bacon grease|0.0
736|4610|400|Margarine, regular, 80% fat, composite, stick, with salt|0.0
737|4611|400|Margarine, regular, 80% fat, composite, tub, with salt|0.0
738|4612|400|Margarine-like, vegetable oil spread, 60% fat, stick, with salt|0.0
739|4613|400|Margarine-like, vegetable oil spread, 60% fat, tub, with salt|0.0
740|4614|400|Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt|0.0
741|4615|400|Shortening, vegetable, household, composite|0.0
742|4617|400|Margarine, regular, 80% fat, composite, stick, without salt|0.0
743|4618|400|Margarine, regular, 80% fat, composite, tub, without salt|0.0
744|4620|400|Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt|0.0
745|4624|400|Margarine-like, vegetable oil spread, fat free, liquid, with salt|0.0
746|4626|400|Margarine-like spread with yogurt, 70% fat, stick, with salt|0.0
750|4630|400|Margarine Spread, approximately 48% fat, tub|0.0
751|4631|400|Margarine-like, vegetable oil spread, fat-free, tub|0.0
752|4633|400|Margarine-like, vegetable oil spread, 20% fat, with salt|0.0
803|4691|400|Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D|0.0
804|4692|400|Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D|0.0
805|4693|400|Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D|0.0
806|4694|400|Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D|0.0
4258|14185|1400|Beverages, tea, Oolong, brewed|0.0
4260|14188|1400|Beverages, tea, green, ready to drink, ginseng and honey, sweetened|0.0
4262|14190|1400|Beverages, tea, green, ready-to-drink, diet|0.0
1539|6611|600|Soup, SWANSON, beef broth, lower sodium|0.0
4263|14191|1400|Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C|0.0
4269|14199|1400|Beverages, tea, black, ready-to-drink, lemon, sweetened|0.0
1558|6700|600|Soup, vegetable broth, ready to serve|0.0
4271|14202|1400|Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated|0.0
4850|16114|1600|Tempeh|0.0
4274|14206|1400|Beverages, tea, green, ready-to-drink, sweetened|0.0
1593|6970|600|Soup, chicken broth, low sodium, canned|0.0
4275|14207|1400|Beverages, tea, ready-to-drink, lemon, diet|0.0
1683|7075|700|Sausage, smoked link sausage, pork and beef|0.0
1717|7919|700|Sausage, turkey, breakfast links, mild|0.0
1747|7952|700|Bologna, chicken, turkey, pork|0.0
1749|7954|700|Beef sausage, pre-cooked|0.0
1750|7955|700|Turkey sausage, fresh, raw|0.0
1751|7956|700|Beef sausage, fresh, cooked|0.0
1752|7957|700|Pork and turkey sausage, pre-cooked|0.0
1753|7958|700|Turkey sausage, fresh, cooked|0.0
1754|7959|700|Bologna, chicken, pork, beef|0.0
1755|7960|700|Bologna, chicken, pork|0.0
1897|8231|800|Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry|0.0
4794|16056|1600|Chickpeas (garbanzo beans, bengal gram), mature seeds, raw (Cicer arietinum)|0.0
2121|9003|900|Apples, raw, with skin (Malus domestica)|0.0
2122|9004|900|Apples, raw, without skin (Malus domestica)|0.0
4276|14209|1400|Beverages, coffee, brewed, prepared with tap water|0.0
4257|14183|1400|Beverages, coffee, ready to drink, iced, mocha, milk based|0.0
1445|6413|600|Soup, chicken broth, canned, prepared with equal volume water|0.0
4875|16144|1600|Lentils, pink or red, raw|0.0
8445|35235|3500|Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath) (Nuphar lutea)|0.0
807|4695|400|Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D|0.0
808|4696|400|Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D|0.0
810|4698|400|Oil, industrial, canola, high oleic|0.0
811|4699|400|Oil, industrial, soy, low linolenic|0.0
812|4700|400|Oil, industrial, soy, ultra low linolenic|0.0
813|4701|400|Oil, industrial, soy, fully hydrogenated|0.0
814|4702|400|Oil, industrial, cottonseed, fully hydrogenated|0.0
3068|11333|1100|Peppers, sweet, green, raw (Capsicum annuum)|0.0
4230|14151|1400|Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine|0.0
4234|14155|1400|Beverages, carbonated, tonic water|0.0
4240|14161|1400|Beverages, Kiwi Strawberry Juice Drink|0.0
1301|6168|600|Sauce, ready-to-serve, pepper or hot|0.0
4244|14165|1400|Beverages, carbonated, limeade, high caffeine|0.0
1436|6402|600|Soup, black bean, canned, prepared with equal volume water|0.0
4934|16249|1600|SILK Coffee, soymilk|0.0
4933|16248|1600|SILK Mocha, soymilk|0.0
1313|6183|600|Soup, chicken broth, less/reduced sodium, ready to serve|0.0
1314|6188|600|Soup, beef broth, less/reduced sodium, ready to serve|0.0
4932|16247|1600|SILK Chai, soymilk|0.0
4246|14167|1400|Beverages, POWERADE, Zero, Mixed Berry|0.0
4249|14171|1400|Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2|0.0
4250|14173|1400|Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened|0.0
4931|16246|1600|SILK Nog, soymilk|0.0
4898|16174|1600|Tempeh, cooked|0.0
4253|14179|1400|Beverages, coffee, ready to drink, milk based, sweetened|0.0
4254|14180|1400|Beverages, coffee, brewed, breakfast blend|0.0
4156|14050|1400|Alcoholic beverage, distilled, rum, 80 proof|0.0
96|1108|100|Milk, indian buffalo, fluid|
162|1188|100|KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce|
163|1189|100|KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product|
164|1190|100|KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product|
165|1191|100|KRAFT VELVEETA Pasteurized Process Cheese Spread|
166|1192|100|KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product|
167|1193|100|KRAFT BREAKSTONE'S Reduced Fat Sour Cream|
168|1194|100|KRAFT BREAKSTONE'S FREE Fat Free Sour Cream|
255|2006|200|Spices, cardamom (Elettaria cardamomum)|
266|2017|200|Spices, dill weed, dried (Anethum graveolens)|
267|2018|200|Spices, fennel seed (Foeniculum vulgare)|
293|2045|200|Dill weed, fresh (Anethum graveolens)|
297|2049|200|Thyme, fresh (Thymus vulgaris)|
299|2051|200|Vanilla extract, imitation, alcohol|
304|2063|200|Rosemary, fresh (Rosmarinus officinalis)|
305|2064|200|Peppermint, fresh (Mentha x piperita L. nothosubsp. piperita)|
306|2065|200|Spearmint, fresh (Mentha spicata)|
307|2066|200|Spearmint, dried|
308|2068|200|Vinegar, red wine|
309|2069|200|Vinegar, balsamic|
310|2073|200|PACE, Dry Taco Seasoning Mix|
311|2074|200|Seasoning mix, dry, sazon, coriander & annatto|
312|2075|200|Seasoning mix, dry, taco, original|
313|2076|200|Seasoning mix, dry, chili, original|
455|3197|300|Babyfood, cereal, with egg yolks, strained|
456|3198|300|Babyfood, cereal, with egg yolks, junior|
457|3199|300|Babyfood, cereal, with eggs, strained|
458|3201|300|Babyfood, cereal, egg yolks and bacon, junior|
477|3229|300|Babyfood, dessert, peach melba, strained|
478|3230|300|Babyfood, dessert, peach melba, junior|
508|3682|300|Babyfood, cereal, high protein, prepared with whole milk|
511|3689|300|Babyfood, cereal, oatmeal, prepared with whole milk|
513|3693|300|Babyfood, cereal, oatmeal, with honey, prepared with whole milk|
515|3696|300|Babyfood, cereal, rice, with honey, prepared with whole milk|
516|3704|300|Babyfood, cereal, mixed, with honey, prepared with whole milk|
517|3711|300|Babyfood, cereal, high protein, with apple and orange, prepared with whole milk|
635|4011|400|Salad dressing, KRAFT Mayo Light Mayonnaise|
637|4014|400|Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing|
748|4628|400|Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils|
749|4629|400|Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick|
785|4668|400|Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy|
788|4673|400|Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil|
789|4674|400|Margarine-like spread, SMART BALANCE Light Buttery Spread|
790|4675|400|Margarine-like spread, SMART BEAT Super Light without saturated fat|
791|4676|400|Margarine-like spread, SMART BEAT Smart Squeeze|
792|4677|400|Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)|
793|4678|400|Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)|
795|4683|400|Margarine, margarine-like vegetable oil spread, 67-70% fat, tub|
796|4684|400|Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)|
797|4685|400|Oil, cooking and salad, ENOVA, 80% diglycerides|
799|4687|400|Margarine-like spread, BENECOL Light Spread|
800|4688|400|Salad dressing, spray-style dressing, assorted flavors|
819|4707|400|Oil, flaxseed, contains added sliced flaxseed|
933|5111|500|Canada Goose, breast meat, skinless, raw (Branta canadensis)|
1084|5363|500|Ruffed Grouse, breast meat, skinless, raw (Bonasa umbellus)|
1205|6002|600|Soup, black bean, canned, condensed|
1206|6003|600|CAMPBELL'S Red and White, Beefy Mushroom Soup, condensed|
1215|6014|600|CAMPBELL'S Red and White, Broccoli Cheese Soup, condensed|
1232|6038|600|CAMPBELL'S, Cheddar Cheese Soup, condensed|
1235|6041|600|CAMPBELL'S Red and White, Chicken and Dumplings Soup, condensed|
1236|6042|600|Soup, mushroom barley, canned, condensed|
1241|6047|600|CAMPBELL'S Red and White, Chicken and Stars Soup, condensed|
1247|6054|600|CAMPBELL'S Red and White, Chicken Alphabet Soup, condensed|
1249|6057|600|CAMPBELL'S Red and White, Chicken Broth, condensed|
1250|6058|600|CAMPBELL'S Red and White, Chicken Gumbo Soup, condensed|
1252|6062|600|CAMPBELL'S, Red and White, Chicken Noodle Soup, condensed|
1254|6064|600|Soup, turkey, chunky, canned, ready-to-serve|
1264|6082|600|CAMPBELL'S Red and White, Chicken NOODLEO's Soup, condensed|
1265|6084|600|CAMPBELL'S Red and White, Chicken Vegetable Soup, condensed|
1266|6091|600|CAMPBELL'S Red and White, Beef Broth, condensed|
1268|6097|600|CAMPBELL'S Red and White, Beef Consomme, condensed|
1274|6117|600|CAMPBELL'S Red and White, Bean with Bacon Soup, condensed|
1286|6142|600|Sauce, sofrito, prepared from recipe|
1287|6143|600|USDA Commodity, spaghetti sauce, meatless, canned|
1288|6145|600|CAMPBELL'S Red and White, Beef Noodle Soup, condensed|
1289|6146|600|CAMPBELL'S Red and White, Beef with Vegetables and Barley Soup, condensed|
1290|6147|600|Soup, beef mushroom, canned, condensed|
1294|6152|600|Sauce, pizza, canned, ready-to-serve|
1295|6158|600|Soup, tomato bisque, canned, condensed|
1311|6180|600|Soup, shark fin, restaurant-prepared|
1320|6195|600|CAMPBELL'S, HEALTHY REQUEST, cream of chicken soup, condensed|
1321|6201|600|Soup, cream of asparagus, canned, prepared with equal volume milk|
1323|6209|600|CAMPBELL'S, 98% Fat Free Cream of Broccoli Soup, condensed|
1326|6212|600|CAMPBELL'S, 25% Less Sodium Chicken Noodle Soup, condensed|
